frame_id,class,x,y,w,h,R
000497.jpg,person,1025,1780,127,274,-2
000497.jpg,person,731,909,266,457,-71
000498.jpg,person,1442,1330,249,469,-48
000498.jpg,person,1027,1780,127,274,-2
000498.jpg,person,736,924,271,448,-71
000499.jpg,person,1442,1320,252,469,-49
000499.jpg,person,1027,1777,128,277,-1
000499.jpg,person,741,926,274,444,-71
000500.jpg,person,1442,1310,254,469,-51
000500.jpg,person,1026,1775,129,280,-1
000500.jpg,person,746,928,276,440,-71
000501.jpg,person,1442,1301,257,468,-53
000501.jpg,person,1026,1773,130,282,0
000501.jpg,person,751,930,279,436,-71
000502.jpg,person,1442,1291,260,468,-55
000502.jpg,person,1025,1771,131,285,0
000502.jpg,person,756,932,281,432,-71
000503.jpg,person,1442,1281,262,468,-57
000503.jpg,person,1024,1769,132,288,1
000503.jpg,person,761,933,283,428,-71
000504.jpg,person,1443,1272,265,468,-59
000504.jpg,person,1024,1767,133,290,1
000504.jpg,person,766,935,286,424,-71
000505.jpg,person,1443,1262,268,467,-61
000505.jpg,person,1023,1765,134,293,2
000505.jpg,person,771,937,288,421,-71
000506.jpg,person,1443,1252,270,467,-63
000506.jpg,person,1023,1763,135,296,2
000506.jpg,person,776,939,290,417,-71
000507.jpg,person,1443,1242,273,467,-64
000507.jpg,person,1022,1760,135,298,3
000507.jpg,person,781,941,293,413,-71
000508.jpg,person,1443,1233,276,466,-66
000508.jpg,person,1021,1758,136,301,3
000508.jpg,person,786,943,295,409,-71
000509.jpg,person,1443,1223,278,466,-68
000509.jpg,person,1021,1756,137,304,4
000509.jpg,person,791,945,297,405,-71
000510.jpg,person,1443,1213,281,466,-70
000510.jpg,person,1020,1754,138,306,4
000510.jpg,person,796,947,300,401,-71
000511.jpg,person,1444,1204,284,465,-72
000511.jpg,person,1020,1752,139,309,5
000511.jpg,person,801,949,302,397,-71
000512.jpg,person,1444,1194,286,465,-74
000512.jpg,person,1019,1750,140,312,5
000512.jpg,person,806,950,304,393,-71
000513.jpg,person,1444,1184,289,465,-76
000513.jpg,person,1018,1748,141,314,6
000513.jpg,person,811,952,307,389,-71
000514.jpg,person,1450,1175,289,465,-68
000514.jpg,person,1018,1748,141,314,6
000514.jpg,person,821,950,295,371,-71
000515.jpg,person,1446,1165,289,465,-68
000515.jpg,person,1020,1745,142,318,5
000515.jpg,person,831,947,298,364,-71
000516.jpg,person,1441,1154,289,465,-68
000516.jpg,person,1021,1742,143,321,5
000516.jpg,person,841,944,301,356,-71
000517.jpg,person,1437,1143,289,465,-68
000517.jpg,person,1023,1739,145,325,5
000517.jpg,person,850,941,304,349,-71
000518.jpg,person,1433,1132,289,465,-68
000518.jpg,person,1025,1736,146,328,5
000518.jpg,person,860,938,307,341,-71
000519.jpg,person,1429,1121,289,465,-68
000519.jpg,person,1026,1733,147,332,4
000519.jpg,person,870,934,310,333,-71
000520.jpg,person,1424,1110,289,465,-68
000520.jpg,person,1028,1730,148,336,4
000520.jpg,person,879,931,313,326,-71
000521.jpg,person,1420,1100,289,465,-68
000521.jpg,person,1029,1726,149,339,4
000521.jpg,person,889,928,316,318,-71
000522.jpg,person,1416,1089,289,465,-68
000522.jpg,person,1031,1723,151,343,3
000522.jpg,person,899,925,311,320,19
000523.jpg,person,1412,1078,289,465,-68
000523.jpg,person,1032,1720,152,346,3
000523.jpg,person,908,922,303,323,19
000524.jpg,person,1407,1067,289,465,-68
000524.jpg,person,1034,1717,153,350,3
000524.jpg,person,918,919,295,326,19
000525.jpg,person,1403,1056,289,465,-68
000525.jpg,person,1035,1714,154,353,3
000525.jpg,person,928,916,288,329,19
000526.jpg,person,1399,1046,289,465,-68
000526.jpg,person,1037,1711,155,357,2
000526.jpg,person,937,913,280,332,19
000527.jpg,person,1395,1035,289,465,-68
000527.jpg,person,1038,1708,157,360,2
000527.jpg,person,947,910,273,335,19
000528.jpg,person,1390,1024,289,465,-68
000528.jpg,person,1040,1705,158,364,2
000528.jpg,person,957,907,265,338,19
000529.jpg,person,1386,1013,289,465,-68
000529.jpg,person,1041,1702,159,367,1
000529.jpg,person,967,904,257,341,19
000530.jpg,person,1382,1002,289,465,-68
000530.jpg,person,1043,1699,160,371,1
000530.jpg,person,976,901,250,344,19
000531.jpg,person,1382,1002,289,465,-68
000531.jpg,person,1036,1699,160,371,1
000531.jpg,person,984,902,265,346,19
000532.jpg,person,1379,992,297,457,-67
000532.jpg,person,1037,1696,161,374,1
000532.jpg,person,992,912,268,344,19
000533.jpg,person,1377,982,305,450,-66
000533.jpg,person,1038,1693,162,377,1
000533.jpg,person,1000,921,270,343,19
000534.jpg,person,1374,972,313,443,-65
000534.jpg,person,1039,1689,164,379,1
000534.jpg,person,1008,930,272,342,19
000535.jpg,person,1371,962,320,435,-64
000535.jpg,person,1040,1686,165,382,1
000535.jpg,person,1016,940,274,341,19
000536.jpg,person,1369,952,328,428,-64
000536.jpg,person,1042,1683,166,385,1
000536.jpg,person,1024,949,276,339,19
000537.jpg,person,1366,942,336,421,-63
000537.jpg,person,1043,1679,167,388,1
000537.jpg,person,1032,958,278,338,19
000538.jpg,person,1364,932,344,413,-62
000538.jpg,person,1044,1676,168,390,1
000538.jpg,person,1040,968,280,337,19
000539.jpg,person,1361,922,352,406,-61
000539.jpg,person,1045,1673,170,393,1
000539.jpg,person,1048,977,282,335,19
000540.jpg,person,1358,912,360,399,-61
000540.jpg,person,1046,1670,171,396,1
000540.jpg,person,1057,986,284,334,19
000541.jpg,person,1356,902,368,391,-60
000541.jpg,person,1047,1666,172,399,1
000541.jpg,person,1065,996,286,333,19
000542.jpg,person,1353,892,376,384,-59
000542.jpg,person,1048,1663,173,401,1
000542.jpg,person,1073,1005,288,332,19
000543.jpg,person,1351,882,377,384,32
000543.jpg,person,1049,1660,174,404,1
000543.jpg,person,1081,1014,290,330,19
000544.jpg,person,1348,872,369,391,32
000544.jpg,person,1050,1656,175,407,1
000544.jpg,person,1089,1024,292,329,19
000545.jpg,person,1345,862,362,399,33
000545.jpg,person,1051,1653,177,410,1
000545.jpg,person,1097,1033,294,328,19
000546.jpg,person,1343,852,355,407,34
000546.jpg,person,1053,1650,178,413,1
000546.jpg,person,1105,1042,296,327,19
000547.jpg,person,1340,842,348,415,35
000547.jpg,person,1054,1646,179,415,1
000547.jpg,person,1113,1052,298,325,19
000548.jpg,person,1338,832,340,423,36
000548.jpg,person,1055,1643,180,418,1
000548.jpg,person,1121,1061,300,324,19
000549.jpg,person,1335,822,333,431,36
000549.jpg,person,1056,1640,181,421,1
000549.jpg,person,1129,1070,302,323,19
000550.jpg,person,1332,812,326,439,37
000550.jpg,person,1057,1637,183,424,1
000550.jpg,person,1137,1080,304,321,19
000551.jpg,person,1330,802,318,447,38
000551.jpg,person,1058,1633,184,426,1
000551.jpg,person,1145,1089,306,320,19
000552.jpg,person,1330,802,318,447,38
000552.jpg,person,1058,1633,184,426,1
000552.jpg,person,1143,1117,306,320,19
000553.jpg,person,1326,790,316,448,37
000553.jpg,person,1061,1629,185,429,1
000553.jpg,person,1152,1123,317,318,-70
000554.jpg,person,1322,778,314,449,37
000554.jpg,person,1063,1626,186,432,1
000554.jpg,person,1160,1129,314,330,-69
000555.jpg,person,1318,766,312,450,36
000555.jpg,person,1066,1622,187,435,1
000555.jpg,person,1168,1135,312,341,-67
000556.jpg,person,1314,754,309,451,36
000556.jpg,person,1068,1618,189,438,1
000556.jpg,person,1176,1141,309,353,-66
000557.jpg,person,1310,742,307,453,35
000557.jpg,person,1071,1614,190,440,1
000557.jpg,person,1184,1147,306,364,-65
000558.jpg,person,1306,730,305,454,34
000558.jpg,person,1074,1610,191,443,1
000558.jpg,person,1192,1153,303,376,-64
000559.jpg,person,1302,718,303,455,34
000559.jpg,person,1076,1606,192,446,1
000559.jpg,person,1200,1159,300,388,-63
000560.jpg,person,1298,706,300,456,33
000560.jpg,person,1079,1602,194,449,1
000560.jpg,person,1208,1165,297,399,-61
000561.jpg,person,1294,694,298,458,33
000561.jpg,person,1081,1598,195,451,1
000561.jpg,person,1216,1171,295,411,-60
000562.jpg,person,1290,682,296,459,32
000562.jpg,person,1084,1594,196,454,1
000562.jpg,person,1224,1177,292,422,-59
000563.jpg,person,1286,670,294,460,32
000563.jpg,person,1087,1591,197,457,1
000563.jpg,person,1232,1183,289,434,-58
000564.jpg,person,1282,658,292,461,31
000564.jpg,person,1089,1587,199,460,1
000564.jpg,person,1240,1189,286,446,-56
000565.jpg,person,1278,646,289,462,30
000565.jpg,person,1092,1583,200,463,1
000565.jpg,person,1249,1195,283,457,-55
000566.jpg,person,1274,634,287,464,30
000566.jpg,person,1094,1579,201,465,1
000566.jpg,person,1257,1201,280,469,-54
000567.jpg,person,1270,622,285,465,29
000567.jpg,person,1097,1575,202,468,1
000567.jpg,person,1265,1207,278,480,-53
000568.jpg,person,1262,623,272,474,29
000568.jpg,person,1097,1569,202,481,1
000568.jpg,person,1273,1210,273,463,-53
000569.jpg,person,1256,616,271,473,28
000569.jpg,person,1098,1566,204,481,0
000569.jpg,person,1277,1219,269,465,-53
000570.jpg,person,1250,609,270,472,27
000570.jpg,person,1100,1563,206,481,-1
000570.jpg,person,1281,1227,265,467,-53
000571.jpg,person,1244,602,270,471,26
000571.jpg,person,1101,1560,208,481,-2
000571.jpg,person,1285,1236,261,469,-53
000572.jpg,person,1238,595,269,470,25
000572.jpg,person,1102,1557,210,481,-3
000572.jpg,person,1289,1244,257,471,-53
000573.jpg,person,1232,588,268,469,24
000573.jpg,person,1103,1554,212,482,-5
000573.jpg,person,1293,1252,253,473,-53
000574.jpg,person,1226,581,267,469,23
000574.jpg,person,1105,1551,214,482,-6
000574.jpg,person,1297,1261,249,475,-53
000575.jpg,person,1220,574,267,468,22
000575.jpg,person,1106,1548,216,482,-7
000575.jpg,person,1302,1269,245,477,-53
000576.jpg,person,1214,567,266,467,21
000576.jpg,person,1107,1544,218,482,-8
000576.jpg,person,1306,1278,242,479,-53
000577.jpg,person,1208,560,265,466,20
000577.jpg,person,1108,1541,220,482,-9
000577.jpg,person,1310,1286,238,481,-53
000578.jpg,person,1202,554,264,465,19
000578.jpg,person,1110,1538,222,483,-10
000578.jpg,person,1314,1294,234,483,-53
000579.jpg,person,1196,547,263,464,18
000579.jpg,person,1111,1535,224,483,-11
000579.jpg,person,1318,1303,230,484,-53
000580.jpg,person,1189,540,263,463,17
000580.jpg,person,1112,1532,226,483,-13
000580.jpg,person,1322,1311,226,486,-53
000581.jpg,person,1183,533,262,463,16
000581.jpg,person,1113,1529,228,483,-14
000581.jpg,person,1326,1320,222,488,-53
000582.jpg,person,1177,526,261,462,15
000582.jpg,person,1115,1526,230,483,-15
000582.jpg,person,1330,1328,218,490,-53
000583.jpg,person,1171,519,260,461,14
000583.jpg,person,1116,1523,232,484,-16
000583.jpg,person,1334,1336,214,492,-53
000584.jpg,person,1163,517,260,461,14
000584.jpg,person,1114,1514,231,503,-16
000584.jpg,person,1343,1341,217,472,-53
000585.jpg,person,1157,509,263,456,14
000585.jpg,person,1112,1510,233,501,-15
000585.jpg,person,1345,1346,217,471,-52
000586.jpg,person,1151,502,265,452,14
000586.jpg,person,1110,1506,235,499,-14
000586.jpg,person,1347,1350,217,470,-51
000587.jpg,person,1145,494,268,447,13
000587.jpg,person,1108,1502,237,498,-14
000587.jpg,person,1349,1355,216,469,-50
000588.jpg,person,1139,486,270,442,13
000588.jpg,person,1107,1498,239,496,-13
000588.jpg,person,1351,1360,216,467,-49
000589.jpg,person,1133,479,272,438,12
000589.jpg,person,1105,1494,241,494,-12
000589.jpg,person,1353,1364,216,466,-48
000590.jpg,person,1127,471,275,433,12
000590.jpg,person,1103,1490,243,493,-11
000590.jpg,person,1355,1369,216,465,-47
000591.jpg,person,1121,463,277,429,12
000591.jpg,person,1101,1486,244,491,-10
000591.jpg,person,1357,1373,215,463,-47
000592.jpg,person,1115,456,279,424,11
000592.jpg,person,1099,1482,246,489,-10
000592.jpg,person,1359,1378,215,462,-46
000593.jpg,person,1108,448,282,419,11
000593.jpg,person,1098,1478,248,488,-9
000593.jpg,person,1361,1383,215,461,-45
000594.jpg,person,1102,440,284,415,10
000594.jpg,person,1096,1474,250,486,-8
000594.jpg,person,1363,1387,214,460,-44
000595.jpg,person,1096,433,287,410,10
000595.jpg,person,1094,1470,252,484,-7
000595.jpg,person,1365,1392,214,458,-43
000596.jpg,person,1090,425,289,405,10
000596.jpg,person,1092,1466,254,482,-6
000596.jpg,person,1367,1397,214,457,-42
000597.jpg,person,1084,417,291,401,9
000597.jpg,person,1091,1462,256,481,-6
000597.jpg,person,1369,1401,214,456,-41
000598.jpg,person,1078,410,294,396,9
000598.jpg,person,1089,1458,258,479,-5
000598.jpg,person,1371,1406,213,454,-40
000599.jpg,person,1072,402,296,392,8
000599.jpg,person,1087,1454,259,477,-4
000599.jpg,person,1373,1410,213,453,-40
000600.jpg,person,1066,394,299,387,8
000600.jpg,person,1085,1450,261,476,-3
000600.jpg,person,1375,1415,213,452,-39
000601.jpg,person,1060,387,301,382,8
000601.jpg,person,1083,1445,263,474,-2
000601.jpg,person,1377,1420,212,451,-38
000602.jpg,person,1060,387,301,382,8
000602.jpg,person,1082,1439,261,462,-2
000602.jpg,person,1377,1420,212,451,-38
000603.jpg,person,1054,383,301,379,7
000603.jpg,person,1078,1430,262,461,-2
000603.jpg,person,1380,1424,210,447,-38
000604.jpg,person,1048,379,302,376,7
000604.jpg,person,1075,1420,263,460,-2
000604.jpg,person,1382,1429,208,443,-38
000605.jpg,person,1042,375,302,373,6
000605.jpg,person,1071,1410,264,459,-2
000605.jpg,person,1384,1434,206,440,-38
000606.jpg,person,1036,372,302,369,6
000606.jpg,person,1067,1401,265,459,-2
000606.jpg,person,1386,1438,204,436,-38
000607.jpg,person,1030,368,303,366,5
000607.jpg,person,1063,1391,266,458,-2
000607.jpg,person,1389,1443,202,432,-38
000608.jpg,person,1024,364,303,363,5
000608.jpg,person,1059,1381,267,457,-2
000608.jpg,person,1391,1448,199,429,-38
000609.jpg,person,1018,360,303,360,4
000609.jpg,person,1056,1372,268,457,-2
000609.jpg,person,1393,1453,197,425,-38
000610.jpg,person,1012,357,304,356,4
000610.jpg,person,1052,1362,269,456,-2
000610.jpg,person,1395,1457,195,421,-38
000611.jpg,person,1006,353,304,353,3
000611.jpg,person,1048,1352,270,455,-2
000611.jpg,person,1398,1462,193,418,-38
000612.jpg,person,1000,349,304,350,3
000612.jpg,person,1044,1343,271,454,-2
000612.jpg,person,1400,1467,191,414,-38
000613.jpg,person,994,345,305,347,2
000613.jpg,person,1041,1333,272,454,-2
000613.jpg,person,1402,1472,189,410,-38
000614.jpg,person,988,342,305,343,2
000614.jpg,person,1037,1323,273,453,-2
000614.jpg,person,1404,1476,186,407,-38
000615.jpg,person,982,338,305,340,2
000615.jpg,person,1033,1313,274,452,-2
000615.jpg,person,1406,1481,184,403,-38
000616.jpg,person,976,334,305,337,1
000616.jpg,person,1029,1304,275,451,-2
000616.jpg,person,1409,1486,182,400,-38
000617.jpg,person,970,330,306,334,1
000617.jpg,person,1026,1294,276,451,-2
000617.jpg,person,1411,1490,180,396,-38
000618.jpg,person,975,331,297,336,1
000618.jpg,person,1021,1292,267,456,-2
000618.jpg,person,1411,1490,180,396,-38
000619.jpg,person,973,330,293,332,1
000619.jpg,person,1009,1285,270,455,-6
000619.jpg,person,1413,1492,181,393,-38
000620.jpg,person,971,328,288,329,1
000620.jpg,person,997,1278,272,454,-9
000620.jpg,person,1414,1493,182,391,-38
000621.jpg,person,969,327,284,326,1
000621.jpg,person,984,1271,275,454,-13
000621.jpg,person,1416,1494,183,388,-38
000622.jpg,person,967,325,280,323,1
000622.jpg,person,972,1264,278,453,-16
000622.jpg,person,1418,1496,184,385,-38
000623.jpg,person,964,323,276,320,1
000623.jpg,person,960,1257,280,452,-19
000623.jpg,person,1419,1497,185,383,-38
000624.jpg,person,962,322,271,317,1
000624.jpg,person,948,1250,283,451,-23
000624.jpg,person,1421,1498,186,380,-38
000625.jpg,person,960,320,267,314,1
000625.jpg,person,936,1244,285,450,-26
000625.jpg,person,1423,1499,187,378,-38
000626.jpg,person,958,319,263,311,1
000626.jpg,person,923,1237,288,449,-30
000626.jpg,person,1424,1501,189,375,-38
000627.jpg,person,956,317,259,307,1
000627.jpg,person,911,1230,291,449,-33
000627.jpg,person,1426,1502,190,372,-38
000628.jpg,person,954,315,255,304,1
000628.jpg,person,899,1223,293,448,-37
000628.jpg,person,1428,1503,191,370,-38
000629.jpg,person,952,314,250,301,1
000629.jpg,person,887,1216,296,447,-40
000629.jpg,person,1429,1504,192,367,-38
000630.jpg,person,950,312,246,298,1
000630.jpg,person,874,1209,298,446,-44
000630.jpg,person,1431,1506,193,364,-38
000631.jpg,person,948,311,242,295,1
000631.jpg,person,862,1202,301,445,-47
000631.jpg,person,1433,1507,194,362,-38
000632.jpg,person,946,309,238,292,1
000632.jpg,person,850,1196,303,444,-50
000632.jpg,person,1434,1508,195,359,-38
000633.jpg,person,944,307,233,289,1
000633.jpg,person,838,1189,306,444,-54
000633.jpg,person,1436,1510,196,356,-38
000634.jpg,person,942,306,229,286,1
000634.jpg,person,826,1182,309,443,-57
000634.jpg,person,1438,1511,197,354,-38
000635.jpg,person,939,304,225,283,1
000635.jpg,person,813,1175,311,442,-61
000635.jpg,person,1439,1512,198,351,-38
000636.jpg,person,937,303,221,279,1
000636.jpg,person,801,1168,314,441,-64
000636.jpg,person,1441,1513,200,349,-38
000637.jpg,person,935,301,217,276,1
000637.jpg,person,789,1161,316,440,-68
000637.jpg,person,1443,1515,201,346,-38
000638.jpg,person,933,299,212,273,1
000638.jpg,person,777,1154,319,439,-71
000638.jpg,person,1444,1516,202,343,-38
000639.jpg,person,920,295,212,273,1
000639.jpg,person,760,1147,319,439,-71
000639.jpg,person,1444,1516,202,343,-38
000640.jpg,person,914,295,212,273,0
000640.jpg,person,754,1137,317,443,-71
000640.jpg,person,1444,1514,203,347,-38
000641.jpg,person,909,296,212,273,-1
000641.jpg,person,748,1126,316,446,-71
000641.jpg,person,1443,1513,204,350,-38
000642.jpg,person,903,296,212,273,-2
000642.jpg,person,742,1116,314,449,-71
000642.jpg,person,1442,1511,205,354,-38
000643.jpg,person,897,296,212,273,-3
000643.jpg,person,736,1106,313,453,-71
000643.jpg,person,1442,1509,205,357,-38
000644.jpg,person,892,296,212,273,-4
000644.jpg,person,730,1095,311,456,-71
000644.jpg,person,1441,1508,206,360,-38
000645.jpg,person,886,296,212,273,-5
000645.jpg,person,725,1085,309,459,-71
000645.jpg,person,1440,1506,207,364,-38
000646.jpg,person,880,296,212,273,-6
000646.jpg,person,719,1074,308,463,-71
000646.jpg,person,1440,1505,208,367,-38
000647.jpg,person,874,296,212,273,-7
000647.jpg,person,713,1064,306,466,-71
000647.jpg,person,1439,1503,209,370,-38
000648.jpg,person,869,296,212,273,-8
000648.jpg,person,707,1053,305,469,-71
000648.jpg,person,1438,1501,210,374,-38
000649.jpg,person,863,296,212,273,-9
000649.jpg,person,701,1043,303,473,-71
000649.jpg,person,1438,1500,211,377,-38
000650.jpg,person,857,296,212,273,-10
000650.jpg,person,695,1032,301,476,-71
000650.jpg,person,1437,1498,212,381,-38
000651.jpg,person,852,296,212,273,-11
000651.jpg,person,690,1022,300,479,-71
000651.jpg,person,1436,1496,213,384,-38
000652.jpg,person,846,297,212,273,-12
000652.jpg,person,684,1012,298,483,-71
000652.jpg,person,1436,1495,214,387,-38
000653.jpg,person,840,297,212,273,-13
000653.jpg,person,678,1001,296,486,-71
000653.jpg,person,1435,1493,215,391,-38
000654.jpg,person,834,297,212,273,-14
000654.jpg,person,672,991,295,489,-71
000654.jpg,person,1434,1491,216,394,-38
000655.jpg,person,829,297,212,273,-15
000655.jpg,person,666,980,293,493,-71
000655.jpg,person,1434,1490,217,398,-38
000656.jpg,person,823,297,212,273,-16
000656.jpg,person,660,970,292,496,-71
000656.jpg,person,1433,1488,218,401,-38
000657.jpg,person,817,297,212,273,-17
000657.jpg,person,654,959,290,499,-71
000657.jpg,person,1432,1487,219,404,-38
000658.jpg,person,812,297,212,273,-17
000658.jpg,person,649,949,288,503,-71
000658.jpg,person,1432,1485,220,408,-38
000659.jpg,person,806,297,212,273,-18
000659.jpg,person,643,938,287,506,-71
000659.jpg,person,1431,1483,221,411,-38
000660.jpg,person,800,297,212,273,-19
000660.jpg,person,637,928,285,509,-71
000660.jpg,person,1438,1467,192,401,-38
000661.jpg,person,795,300,212,273,-19
000661.jpg,person,634,922,283,511,-71
000661.jpg,person,1441,1463,194,400,-39
000662.jpg,person,789,302,212,273,-19
000662.jpg,person,631,916,282,513,-71
000662.jpg,person,1443,1458,197,400,-40
000663.jpg,person,783,304,212,273,-19
000663.jpg,person,628,911,280,514,-71
000663.jpg,person,1446,1453,200,399,-42
000664.jpg,person,778,306,212,273,-19
000664.jpg,person,625,905,279,516,-71
000664.jpg,person,1448,1448,203,398,-43
000665.jpg,person,772,308,212,273,-19
000665.jpg,person,623,899,277,517,-71
000665.jpg,person,1450,1444,205,397,-44
000666.jpg,person,766,310,212,273,-19
000666.jpg,person,620,893,275,519,-71
000666.jpg,person,1453,1439,208,396,-46
000667.jpg,person,761,312,212,273,-19
000667.jpg,person,617,887,274,520,-71
000667.jpg,person,1455,1434,211,395,-47
000668.jpg,person,755,315,212,273,-19
000668.jpg,person,614,881,272,522,-71
000668.jpg,person,1458,1430,214,394,-48
000669.jpg,person,749,317,212,273,-19
000669.jpg,person,611,876,270,523,-71
000669.jpg,person,1460,1425,217,394,-49
000670.jpg,person,744,319,212,273,-19
000670.jpg,person,608,870,269,525,-71
000670.jpg,person,1462,1420,219,393,-51
000671.jpg,person,738,321,212,273,-19
000671.jpg,person,606,864,267,527,-71
000671.jpg,person,1465,1415,222,392,-52
000672.jpg,person,732,323,212,273,-19
000672.jpg,person,603,858,266,528,-71
000672.jpg,person,1467,1411,225,391,-53
000673.jpg,person,727,325,212,273,-19
000673.jpg,person,600,852,264,530,-71
000673.jpg,person,1470,1406,228,390,-55
000674.jpg,person,721,327,212,273,-19
000674.jpg,person,597,847,262,531,-71
000674.jpg,person,1472,1401,230,389,-56
000675.jpg,person,715,330,212,273,-19
000675.jpg,person,594,841,261,533,-71
000675.jpg,person,1474,1396,233,388,-57
000676.jpg,person,710,332,212,273,-19
000676.jpg,person,591,835,259,534,-71
000676.jpg,person,1477,1392,236,388,-58
000677.jpg,person,704,334,212,273,-19
000677.jpg,person,588,829,257,536,-71
000677.jpg,person,1479,1387,239,387,-60
000678.jpg,person,699,336,212,273,-19
000678.jpg,person,586,823,256,538,-71
000678.jpg,person,1482,1382,242,386,-61
000679.jpg,person,693,338,212,273,-19
000679.jpg,person,583,818,254,539,-71
000679.jpg,person,1484,1378,244,385,-62
000680.jpg,person,687,340,212,273,-19
000680.jpg,person,580,812,253,541,-71
000680.jpg,person,1486,1373,247,384,-64
000681.jpg,person,677,347,212,273,-19
000681.jpg,person,563,799,253,541,-71
000681.jpg,person,1492,1371,247,384,-64
000682.jpg,person,674,350,212,273,-20
000682.jpg,person,562,794,251,537,-71
000682.jpg,person,1492,1370,247,383,-64
000683.jpg,person,671,353,212,273,-21
000683.jpg,person,560,790,250,533,-71
000683.jpg,person,1491,1369,247,381,-64
000684.jpg,person,668,356,212,273,-22
000684.jpg,person,559,785,249,530,-71
000684.jpg,person,1490,1368,247,380,-64
000685.jpg,person,664,359,212,273,-22
000685.jpg,person,558,781,248,526,-71
000685.jpg,person,1490,1367,247,379,-65
000686.jpg,person,661,362,212,273,-23
000686.jpg,person,556,776,247,523,-71
000686.jpg,person,1489,1366,247,377,-65
000687.jpg,person,658,364,212,273,-24
000687.jpg,person,555,772,246,519,-71
000687.jpg,person,1489,1365,247,376,-65
000688.jpg,person,655,367,212,273,-25
000688.jpg,person,554,767,245,516,-71
000688.jpg,person,1488,1364,247,375,-65
000689.jpg,person,651,370,212,273,-25
000689.jpg,person,552,763,243,512,-71
000689.jpg,person,1487,1364,247,373,-66
000690.jpg,person,648,373,212,273,-26
000690.jpg,person,551,758,242,508,-71
000690.jpg,person,1487,1363,247,372,-66
000691.jpg,person,645,376,212,273,-27
000691.jpg,person,550,754,241,505,-71
000691.jpg,person,1486,1362,247,371,-66
000692.jpg,person,642,379,212,273,-27
000692.jpg,person,548,749,240,501,-71
000692.jpg,person,1486,1361,247,369,-66
000693.jpg,person,639,381,212,273,-28
000693.jpg,person,547,744,239,498,-71
000693.jpg,person,1485,1360,247,368,-67
000694.jpg,person,635,384,212,273,-29
000694.jpg,person,546,740,238,494,-71
000694.jpg,person,1484,1359,247,367,-67
000695.jpg,person,632,387,212,273,-30
000695.jpg,person,544,735,237,490,-71
000695.jpg,person,1484,1358,247,365,-67
000696.jpg,person,629,390,212,273,-30
000696.jpg,person,543,731,235,487,-71
000696.jpg,person,1483,1357,247,364,-67
000697.jpg,person,626,393,212,273,-31
000697.jpg,person,542,726,234,483,-71
000697.jpg,person,1482,1356,247,362,-68
000698.jpg,person,622,396,212,273,-32
000698.jpg,person,540,722,233,480,-71
000698.jpg,person,1482,1355,247,361,-68
000699.jpg,person,619,398,212,273,-33
000699.jpg,person,539,717,232,476,-71
000699.jpg,person,1481,1354,247,360,-68
000700.jpg,person,615,400,203,272,-33
000700.jpg,person,530,709,241,461,-71
000700.jpg,person,1489,1349,230,349,-68
000701.jpg,person,615,406,203,278,-33
000701.jpg,person,529,708,239,459,-71
000701.jpg,person,1490,1347,229,349,-68
000702.jpg,person,615,412,202,284,-33
000702.jpg,person,528,706,237,458,-71
000702.jpg,person,1491,1345,229,348,-68
000703.jpg,person,614,419,201,290,-33
000703.jpg,person,527,705,234,456,-71
000703.jpg,person,1493,1342,228,348,-67
000704.jpg,person,614,425,200,297,-33
000704.jpg,person,526,703,232,454,-71
000704.jpg,person,1494,1340,227,348,-67
000705.jpg,person,614,431,199,303,-33
000705.jpg,person,525,701,230,452,-71
000705.jpg,person,1495,1338,226,347,-67
000706.jpg,person,613,437,198,309,-33
000706.jpg,person,523,700,227,450,-71
000706.jpg,person,1496,1336,225,347,-66
000707.jpg,person,613,443,197,315,-33
000707.jpg,person,522,698,225,448,-71
000707.jpg,person,1497,1334,224,347,-66
000708.jpg,person,613,449,196,321,-33
000708.jpg,person,521,697,222,446,-71
000708.jpg,person,1498,1332,223,347,-66
000709.jpg,person,613,456,196,328,-33
000709.jpg,person,520,695,220,444,-71
000709.jpg,person,1499,1329,222,346,-65
000710.jpg,person,612,462,195,334,-33
000710.jpg,person,519,693,218,442,-71
000710.jpg,person,1500,1327,221,346,-65
000711.jpg,person,612,468,194,340,-33
000711.jpg,person,518,692,215,441,-71
000711.jpg,person,1501,1325,220,346,-65
000712.jpg,person,612,474,193,346,-33
000712.jpg,person,516,690,213,439,-71
000712.jpg,person,1502,1323,219,345,-64
000713.jpg,person,612,480,192,352,-33
000713.jpg,person,515,689,211,437,-71
000713.jpg,person,1503,1321,219,345,-64
000714.jpg,person,611,486,191,358,-33
000714.jpg,person,514,687,208,435,-71
000714.jpg,person,1504,1319,218,345,-64
000715.jpg,person,611,493,190,365,-33
000715.jpg,person,513,685,206,433,-71
000715.jpg,person,1506,1316,217,344,-63
000716.jpg,person,611,499,190,371,-33
000716.jpg,person,512,684,203,431,-71
000716.jpg,person,1507,1314,216,344,-63
000717.jpg,person,611,505,189,377,-33
000717.jpg,person,511,682,201,429,-71
000717.jpg,person,1508,1312,215,344,-63
000718.jpg,person,610,511,188,383,-33
000718.jpg,person,509,681,199,427,-71
000718.jpg,person,1509,1310,214,343,-62
000719.jpg,person,610,517,187,389,-33
000719.jpg,person,508,679,196,425,-71
000719.jpg,person,1510,1308,213,343,-62
000720.jpg,person,610,517,187,389,-33
